PlayerID,Ballot
buelofr01,N
buffich01,N
buforda01,N
bufordo01,N
buhlbo01,N
buhneja01,Y
bumbral01,Y
bunniji01,Y
burbada01,N
burdele01,Y
burdoja01,N
burgesm01,Y
burgmto01,N
burkebo01,N
burkeed01,N
burkeje01,Y
burkejo03,N
burketi01,N
burksel01,Y
burleri01,Y
burneaj01,N
burnije01,Y
burnsge01,Y
burnsge02,N
burnsoy01,N
burnsto01,N
burrepa01,N
burrira01,N
burroje01,Y
busbyji01,N
bushdo01,Y
bushgu01,Y
bushjo01,Y
bushodo01,N
bushra01,N
butchma01,N
butersa01,N
butlebr01,Y
buzhajo01,N
byerlbu01,N
byrdati01,N
byrdma01,N
byrdpa01,N
byrnebo01,N
byrneer01,N
byrneto01,N
cabelen01,N
cabremi01,N
cabreor01,N
cadargr01,N
cadorle01,Y
cairomi01,N
caldeiv01,N
caldwmi01,Y
caldwra02,N
callani01,N
callijo01,Y
camacer01,N
camermi01,N
camildo01,Y
caminke01,Y
camniho01,Y
campabe01,Y
camparo01,Y
campbbi02,Y
campbbr01,N
campbda01,N
candaca01,N
candejo01,Y
candito01,Y
cangejo01,N
cannich01,Y
cansejo01,Y
cantujo01,N
cantwbe01,N
carbobe01,N
cardejo02,Y
cardele01,Y
cardwdo01,N
carewro01,Y
careyan01,N
careyma01,Y
carlsha01,N
carltst01,Y
carmado01,N
carpech01,N
carpehi01,N
carrach01,Y
carragi01,N
carrahe01,N
carrema01,N
carribi02,Y
carrocl01,N
carrocl02,Y
carroja01,N
carroow01,N
carseki01,N
cartega01,Y
cartejo01,Y
cartyri01,Y
carutbo01,N
casanpa01,Y
casanra01,N
casege01,Y
caseydo01,N
caseyhu01,N
caseyse01,N
cashda01,Y
cashno01,Y
casiala01,N
cassijo01,N
castege01,N
castial01,N
castica01,N
castifr01,N
castilu01,N
castito02,N
castivi02,Y
castrbi01,N
castrju01,N
castrra01,N
catalfr01,N
caterda01,N
causewa01,N
cavarph01,Y
cedence01,Y
cedenro01,N
cepedor01,Y
ceronri01,N
cervbo01,N
ceyro01,Y
chacosh01,N
chakabo01,N
chalkda01,N
chambch01,Y
chambel01,N
chancde01,N
chancfr01,Y
chandsp01,Y
chaneda01,N
chapmbe01,Y
chapmsa01,Y
charlno01,N
chaseha01,Y
chaveen01,N
chaveer01,N
chavera01,N
chenbr01,N
chenela01,N
chesbja01,Y
childcu01,N
chipmbo01,N
chitiha01,N
choatra01,N
chrisja01,N
chrisla01,N
chrisma01,N
cicoted01,N
cimolgi01,N
cirilje01,Y
cissebi01,Y
clancji01,N
clappjo01,N
clarkbo02,N
clarkbr02,N
clarkda05,N
clarkfr01,Y
clarkho01,Y
clarkja01,Y
clarkjo01,N
clarkma01,N
clarkni01,N
clarkto01,N
clarkto02,N
clarkwa02,N
clarkwi02,Y
claytro01,Y
clearma01,N
clemedo01,N
clemeja01,N
clemepa01,N
clemero01,N
clemero02,Y
clenddo01,N
clevere01,N
cliftha01,N
clinege01,N
clinety01,N
clingbi01,N
clintji01,N
clintlo01,N
clonito01,N
coaklan01,Y
coangi01,N
coateji01,N
cobbty01,Y
cochrmi01,Y
coffmdi01,N
colavro01,Y
colbena01,N
colboji01,Y
colbrgr01,N
colemjo01,N
colemjo04,N
colemjo05,N
colemvi01,Y
colesda01,N
collida02,N
collied01,Y
colliji01,Y
collijo01,N
collipa01,N
colliri01,N
collish01,Y
colluja01,N
colomje01,N
colonba01,N
combsea01,Y
comisch01,N
comorad01,N
conceda01,Y
coneda01,Y
coninje01,Y
conlege01,N
connasa01,N
connoro01,N
conrowi01,Y
consobi01,N
consusa01,N
contrjo01,N
cookaa01,N
cookde01,N
cooledu01,N
coombja01,Y
coonejo01,N
coopece01,Y
coopemo01,Y
coopewa01,Y
coopewi01,Y
coraal01,N
corajo01,N
corcola01,N
corcoto01,N
cordefr01,N
cordewi01,N
corkhpo01,N
cormirh01,N
corrapa01,N
correke01,N
corsiji01,N
cottich01,N
cottohe01,N
coughbi01,N
counscr01,N
courtcl01,Y
covelst01,Y
covinwe01,N
cowanbi01,N
cowenal01,N
coxbi02,Y
coxda01,N
craigro01,N
cramedo01,Y
crandde01,Y
cranddo01,Y
craneed01,N
cranesa01,N
cravaga01,Y
crawfca02,N
crawfsa01,Y
crawfst01,N
crawfwi01,N
credejo01,N
creekdo01,N
crigelo01,Y
crispco01,N
critzhu01,Y
cromawa01,N
cronijo01,Y
crosefr01,Y
crossla01,Y
crossmo01,N
crowdal01,Y
crowlte01,Y
cruiswa01,Y
cruzde01,N
cruzhe01,N
cruzja01,N
cruzjo01,Y
cruzjo02,N
cruzju01,N
cruzju02,N
cuccito01,Y
cuddymi01,N
cuellmi01,Y
cullero01,N
culpra01,Y
culvege01,N
cummimi01,N
cunnibe01,N
cunnijo01,N
cuppyni01,N
curtich01,N
curtijo01,N
custja01,N
cuthbne01,N
cutshge01,N
cuyleki01,Y
daalom01,N
dacqujo01,N
dahlebi01,Y
dahlgba01,N
dailyco01,N
dailyed01,N
dalcabr01,N
daleybu01,N
dalryab01,N
dalrycl01,N
dalyto01,N
damonjo01,N
danfoda01,N
danniha01,Y
darenvi01,N
darkal01,Y
darliro01,Y
darwibo01,N
darwida01,Y
daubeja01,Y
dauerri01,Y
daultda01,Y
daussho01,N
davalvi01,Y
davenji01,N
davisch01,Y
daviscu01,Y
davisdi01,N
davisdo02,N
daviser01,Y
davisge01,N
davisgl01,N
davisha01,Y
davisjo02,N
daviski01,N
davisma01,Y
davismi02,N
davisro02,N
davissp01,Y
davisst02,N
davisto02,Y
daviswi02,N
dawsoan01,Y
dayleke01,N
dealch01,N
deandi01,Y
deberha01,N
decindo01,Y
deckege01,N
deerro01,N
dejeami01,N
dejesda01,N
dejesiv01,N
delahed01,Y
delahji01,N
delarjo01,N
deleojo01,N
delgaca01,N
delgawi01,N
delgrbo01,N
delluda01,N
delocik01,N
delosva01,N
delsiji01,N
delucri01,N
demaejo01,N
demarfr02,N
demetdo01,N
demonge01,N
dempsri01,Y
dempsry01,N
dennyje01,N
dennyjo01,Y
dentbu01,Y
dernibo01,N
derosma01,N
derripa01,Y
desauge01,N
deshaji01,Y
deshide01,N
desseel01,N
devermi01,N
devliar01,N
devorjo01,N
diazbo01,N
diazei01,N
diazma02,N
dickebi01,Y
dickebu01,N
dickera01,N
dicksmu01,N
dierkla01,Y
dietrbi01,N
difelmi01,N
dilonmi01,N
dimagdo01,Y
dimagjo01,Y
dimagvi01,N
dinnebi01,Y
dipinfr01,N
disarga01,Y
ditmaar01,N
doakbi01,Y
dobsojo01,N
dobsopa01,Y
dobyla01,Y
doerrbo01,Y
dohened01,N
dolanco01,N
donahji02,N
donahre01,N
donlimi01,Y
donneji01,N
donohpe01,N
donovbi01,Y
donovdi01,N
donovpa01,N
dooinre01,Y
doolami01,N
doranbi02,N
dorgami01,N
dorisha01,N
doteloc01,N
dotsori01,N
doughpa01,N
douglph01,N
douthta01,N
dowdto01,N
downial01,Y
downibr01,Y
downssc01,N
doyleja01,N
doylela01,Y
drabedo01,Y
drabomo01,N
dragodi01,N
drewjd01,N
drewska01,N
driesda01,N
dropowa01,Y
drysddo01,Y
duceyro01,N
duffyfr01,N
duffyhu01,Y
duganjo01,Y
dugglbi01,N
duncada01,N
duncama01,N
dunlafr01,N
dunnad01,N
dunnja01,Y
dunstsh01,Y
durbich01,N
durenry01,N
durhale01,N
durhara01,N
durocle01,Y
dusaker01,N
dwyerfr01,N
dwyerji01,N
dyeje01,N
dyerdu01,N
dykesji01,Y
dykstle01,Y
earnsge01,Y
easleda01,N
easlemi01,N
easteja01,N
eastwra01,N
eatonad01,N
eckerde01,Y
eckstda01,N
edmonji01,N
edwarbr01,N
edwarha01,Y
edwarjo01,Y
egandi01,N
eganto01,N
eggleda01,N
ehmkeho01,Y
ehretre01,N
eichhma01,N
eilanda01,N
eischjo01,N
eisenji01,Y
elartsc01,N
elberki01,Y
eldreca01,N
elliobo01,Y
ellioju01,Y
ellisdo01,Y
ellisjo01,N
ellisma01,N
ellswdi01,N
elsteke01,N
elstodo01,N
elybo01,N
embreal01,N
encarju01,N
englecl01,N
engliwo01,N
ennisde01,Y
epstemi01,N
erickpa01,N
ericksc01,N
erskica01,Y
erstada01,N
escobke01,N
esperdu01,N
espinal01,N
espossa01,N
essiaji01,N
estalbo02,N
esterdu01,N
estessh01,N
etchean01,N
evansal01,N
evansda01,Y
evansdw01,Y
evansjo01,N
everead01,N
evereca01,N
eversho01,N
eversjo01,Y
ewingbo01,N
ewingbu01,Y
eyresc01,N
faberre01,Y
fabrejo01,N
facero01,Y
faheybi01,N
fainfe01,N
fairlro01,Y
falcope01,N
falkbi01,N
falkecy01,Y
farmeed01,N
farnsky01,N
farredo01,N
farredu01,N
farreja02,N
farretu01,N
farrst01,N
fasansa01,N
fasseje01,N
feldemi01,N
felizpe01,N
fellebo01,Y
fergual01,N
fergubo01,N
fergujo01,Y
fermife01,N
fernaal01,Y
fernasi01,Y
fernato01,Y
ferreri01,Y
ferrewe01,Y
ferrito01,N
fettemi01,N
fewstch01,N
fickro01,N
fieldce01,Y
figgich01,N
figuene01,N
fingero01,Y
finlech01,Y
finlest01,Y
finnelo01,N
fischbi01,N
fischca01,N
fischmi01,N
fisheed02,Y
fisheja01,N
fishera01,N
fiskca01,Y
fitzged01,N
fitzgmi02,N
fitzmal01,N
fitzsfr01,Y
flackma01,N
flagsir01,N
flahejo01,N
flahepa02,N
flanami01,Y
flannti01,N
fletcar01,Y
fletcda01,N
fletcel01,N
fletcsc01,N
flickel01,Y
flintsi01,N
floodcu01,Y
florera01,N
floribr01,N
floweja01,N
floydcl01,N
flynndo01,N
foileha01,N
foleyto02,N
foliti01,N
fonsele01,Y
footeba01,N
forceda01,N
fordda01,N
fordho01,N
fordwh01,Y
fordybr01,N
foremfr01,N
fornimi01,N
forscbo01,Y
forscke01,Y
forstte01,N
fossato01,N
fossera01,N
fosteal01,N
fosteed02,Y
fostege01,Y
fothebo01,N
foulkke01,N
fournja01,N
foutzda01,N
fowledi01,N
foxan01,N
foxch02,N
foxne01,Y
foxpe01,N
foxxji01,Y
foytapa01,N
francje02,N
francjo01,Y
francju01,N
francte01,N
francti01,N
frankfr02,N
frankry01,N
frasech01,Y
frasoja01,N
frazige01,N
freehbi01,Y
freelry01,N
freembu01,N
freemma02,N
freesge02,N
fregoji01,Y
frencla01,N
freylo01,N
freyst01,N
friaspe01,N
fribebe01,N
frienbo01,N
friscfr01,Y
friseda01,N
frommar01,N
frymatr01,Y
frymawo01,Y
fuentbr01,N
fuentti01,N
fulmech01,N
furcara01,N
furilca01,Y
gabrile02,N
gaettga01,Y
gagliph01,Y
gagneer01,N
gagnegr01,N
gainede01,N
galanau01,Y
galaran01,Y
galehde01,N
gallada01,N
gallemi01,N
gallibe01,N
galloch01,N
galvipu01,N
gamblos01,Y
gantnji01,N
gantro01,Y
ganzech01,N
garagjo01,N
garbege01,N
garceri01,N
garcica01,N
garcida01,N
garcifr02,N
garcika01,N
garciki01,N
garcimi01,N
garcino01,N
gardnbi02,N
gardngi01,N
gardnla01,N
gardnma01,N
gardnro01,N
garlajo01,N
garmami01,N
garmsde01,N
garneph01,Y
garresc01,N
garrewa01,N
garrra01,N
garvene01,Y
garvest01,Y
gastoci01,N
gastomi01,N
gaudich01,N
gedmari01,N
gehrich01,Y
gehrilo01,Y
geigega01,N
gelbech01,Y
genewjo01,N
gentiji01,N
gerbewa01,N
gerhajo01,N
germaes01,N
gernedi01,N
geronce01,Y
gessldo01,N
getzich01,N
gharrpa01,N
giambja01,N
gibbojo01,N
gibbsja01,N
gibsobo01,Y
gibsoge01,N
gibsoki01,Y
gilesbr02,N
gilkebe01,N
gilliba01,N
gilliji01,N
ginsbjo01,N
girarjo01,N
giustda01,Y
gladdda01,N
gladdfr01,Y
glanvdo01,N
glassja01,N
glaustr01,N
glavito02,N
gleaski01,Y
gleatje01,N
gloadro01,N
glovega01,N
glynned01,N
goltzda01,Y
gomesjo01,N
gomezch02,N
gomezle01,Y
gomezru01,N
gondeje01,N
gonzaad01,N
gonzaal01,N
gonzaal02,N
gonzajo02,N
gonzaju03,Y
gonzalu01,N
gonzami01,Y
gonzare01,N
gonzato01,N
goochjo01,N
goodedw01,Y
goodmbi01,N
goodmiv01,N
goodwi01,N
goodwto01,N
gordojo01,Y
gordosi01,N
gordoto01,N
gorege01,N
gosgeji01,Y
gosligo01,Y
gossari01,Y
gotayju01,N
gottji01,N
gowdyha01,Y
grabojo02,N
gracema01,Y
gradymi01,N
graffto01,N
grammal01,N
graneja01,N
grangwa01,N
granted01,Y
grantge01,Y
grantma01,N
grantmu01,Y
graveda01,N
graydo02,N
grayte01,N
grebecr01,N
greendi01,N
greenha01,Y
greenle01,N
greenmi01,Y
greensh01,Y
greento02,N
greenwi01,N
greggke01,N
greggto01,N
greinza01,N
grichbo01,Y
grievbe01,N
griffal01,N
griffcl01,N
griffke01,Y
griffke02,N
griffmi01,N
griffto01,N
griffto02,N
grillja01,N
grimbo01,N
grimebu01,Y
grimeos01,N
grimjo01,N
grimmch01,Y
grimsja01,N
grimsro02,Y
grissle01,N
grissma01,Y
grissma02,Y
groatdi01,Y
grohhe01,Y
gromest01,Y
groombo01,N
groombu01,N
grossgr01,Y
grosske01,N
grosswa01,N
groteje01,Y
grothjo01,N
grovele01,Y
groveor01,Y
grubbjo01,N
grubeke01,N
grudzma01,N
guantce01,N
guarded01,N
gubicma01,N
guerrmi01,N
guerrpe01,Y
guerrvl01,N
guerrwi01,N
guettle01,N
guidrro01,Y
guillca01,N
guilljo01,N
guilloz01,Y
gullibi01,Y
gumbead01,N
gumbeha01,N
gumpera01,N
gundeer01,N
gurala01,Y
gustifr01,Y
guthrje01,N
guthrma01,N
gutieri01,N
guttedo01,N
guzmacr01,N
guzmaju01,N
gwynnch01,N
gwynnto01,Y
haasbe01,N
haasmo01,N
haasmu01,Y
habyajo01,N
hackewa02,N
hackst01,Y
haddiha01,Y
hadlebu01,N
haefnmi01,N
hafeych01,Y
hafnetr01,N
haineje01,Y
hairsje01,N
hairsje02,N
hairssc01,N
halamjo01,N
haleod01,N
halesa01,N
hallabi01,Y
hallaro01,N
hallbi03,N
halldi01,N
halleto01,N
hallji02,N
hallmbi01,N
hallme01,N
hallto01,N
hallto02,N
hamilbi01,Y
hamilda01,N
hamilda02,N
hamilea01,N
hamilja01,N
hamiljo02,N
hamilst01,N
hammaat01,N
hammoch01,N
hammoje01,N
hamnegr01,N
hamptmi01,N
handlle01,N
handsbi01,Y
haneych01,N
haneyla01,N
hankifr01,N
hanlone01,N
hannaji01,N
hanseda01,N
hansero02,N
hansoer01,N
haranaa01,N
hardeme01,Y
harenda01,N
hargast01,N
hargrbu01,Y
hargrmi01,Y
hargrpi01,N
harmote01,N
harnipe01,N
harpebr01,N
harpege02,N
harpeha01,N
harpeto01,Y
harrato01,Y
harrebu01,Y
harreke01,N
harribu01,Y
harrige01,N
harrigr01,N
harrijo03,N
harrile01,Y
harrimi01,N
harrisl01,N
harriwi01,N
harshja01,N
hartji01,N
hartlgr01,N
hartnga01,Y
hartsto01,N
hartzro01,N
haselbi01,N
hassero01,N
hasslan01,N
hatchbi01,N
hatchmi01,N
hatfifr01,N
hattesc01,N
hattogr01,Y
havenbr01,N
hawkian01,N
hawkila01,N
hawlepi01,N
hayesch01,N
hayesfr01,N
hayesja02,N
hayesvo01,N
hayneji01,N
haynejo01,N
haywora01,N
healyfr02,N
healyjo01,N
hearnji01,Y
heathcl01,N
heathje01,N
heathmi02,N
heatone01,N
hebneri01,Y
heepda01,N
heffndo01,N
heganji01,Y
heganmi01,N
heideja01,N
heilmha01,Y
heimafr01,N
heintke01,N
heisebo01,N
heldwo01,N
helliri01,N
helmsto01,Y
helmswe01,N
heltoto01,N
hemmige01,N
hemphch01,N
hemslro01,N
hemusso01,Y
hendeda01,Y
hendeke01,N
henderi01,Y
hendest01,N
hendrcl01,N
hendrel01,N
hendrge01,Y
hendrha01,N
hendrma01,N
henketo01,Y
henlibu01,N
hennemi01,Y
henrito01,Y
henrybi01,N
henrydo01,N
henrydw01,N
hentgpa01,Y
herbera01,N
herbero01,N
heredfe01,N
heredgi01,N
hergema01,N
hermaba01,Y
hermabi01,Y
hermadu01,N
hermage01,N
hermije01,N
hernaca01,N
hernajo01,N
hernake01,Y
hernali01,N
hernaor01,N
hernara01,N
hernara02,N
hernaro01,Y
hernawi01,Y
hernaxa01,N
herndla01,N
herriar01,N
herrmed01,N
herrto01,N
hershmi01,N
hershor01,Y
herzobu01,Y
heskejo01,N
hessot01,N
hevinjo02,N
hiattja01,N
hickmch01,N
hickmji02,Y
hidalri01,N
higbeki01,N
higgibo02,Y
higgipi01,Y
highan01,N
hildeor01,N
hillca01,N
hillech01,N
hillejo01,Y
hillesh02,N
hillgl01,N
hillke01,N
hillma01,N
hinchbi01,Y
hinespa01,N
hinsker01,N
hintoch01,N
hislela01,Y
hitchbi01,N
hitchst01,N
hoagmy01,N
hoakdo01,N
hoblidi01,N
hockide01,N
hodapjo01,N
hodgegi01,Y
hodgero01,N
hoeftbi01,N
hoernjo01,Y
hoffmda01,N
hoffmgl01,N
hoffmtr01,N
hofmaso01,N
hogansh01,N
hogsech01,N
hoilech01,N
holbebi01,N
holkewa01,N
hollaal01,N
hollato01,N
hollial01,N
hollibu01,N
hollida01,N
hollima01,N
holloke01,N
holmeda01,N
holmedu01,N
holmeto01,Y
holtji01,N
holtzke01,Y
honeyri01,Y
hooddo01,N
hoopeha01,Y
hootobu01,Y
hoppjo01,N
horlejo01,N
hornebo01,Y
hornsro01,Y
hornujo01,N
hortowi01,Y
hosleti01,N
houcksa01,N
houghch01,Y
housefr03,N
houstty01,N
houttar01,Y
howarel01,Y
howarfr01,Y
howarth01,N
howear01,Y
howelha01,N
howelja01,N
howelja02,N
howelro02,Y
howest01,N
howrybo01,N
hoydu01,N
hoytwa01,Y
hraboal01,Y
hrbekke01,Y
hubbagl01,N
hubbatr01,N
hubbeca01,Y
hudlere01,N
hudliwi01,N
hudsoor01,N
hudsosi01,N
hudsoti01,N
huffau01,N
huggimi01,N
hughero01,N
hugheto01,N
huismma01,N
huletti01,N
humeto01,N
hummejo01,N
humphbo01,N
hundlra01,Y
hundlto01,N
huntebr01,N
huntebr02,N
hunteca01,Y
hunteto01,N
huntro01,Y
hurdlcl01,N
hurstbr01,Y
husonje01,N
hutchfr01,Y
huttoto01,N
ibanera01,N
incavpe01,N
infanom01,N
ingebr01,N
iorgda01,N
irwinar01,N
irwinch01,Y
isbelfr01,N
isrinja01,N
iviemi01,N
izturce01,N
jacklfr01,N
jacksal01,N
jacksda02,Y
jacksda03,N
jacksda04,N
jacksed01,N
jacksgr01,Y
jacksjo01,Y
jacksla01,N
jacksmi02,Y
jacksra01,N
jacksre01,Y
jacksro02,N
jacksro03,N
jacksso01,Y
jackstr01,Y
jacobba01,N
jacobbr01,N
jacobel01,N
jahajo01,N
jamesbi01,N
jamesbo01,N
jamesch02,N
jamesdi01,N
jamiech01,N
janvrha01,N
jarvike01,N
javieju01,N
javiest01,N
jayjo01,N
jeffcha01,N
jeffcmi01,N
jeffegr01,Y
jeffeje01,N
jeffere01,N
jenkife01,Y
jenkige01,N
jennihu01,Y
jenseja01,Y
jeterde01,N
jimenda01,N
johnsal01,Y
johnsbi03,N
johnsbo01,Y
johnsbo02,N
johnsch04,Y
johnscl01,N
johnsda02,Y
johnsde01,Y
johnsdo01,N
johnser01,N
johnsha01,N
johnsho01,Y
johnsja01,N
johnsja02,N
johnsje01,N
johnsji01,N
johnsjo07,N
johnske02,N
johnsla03,N
johnsni01,N
johnsra05,N
johnsre02,N
johnsro02,N
johnssi01,N
johnssy01,N
johnswa01,Y
johnswa03,N
johnto01,Y
jonesan01,N
jonesba01,N
jonesbo03,N
jonesch01,N
jonesch05,N
jonesch06,N
jonescl01,Y
jonesda01,N
jonesda03,N
jonesdo01,Y
jonesfi01,Y
jonesgo01,N
jonesja04,N
jonesma01,N
jonesra01,Y
jonesru01,N
jonessa01,Y
jonessa02,N
jonesto02,N
joneswi01,N
joosted01,N
jordabr01,Y
jordabu01,N
jorgear01,N
jorgemi01,Y
josefe01,N
joshuvo01,N
joynewa01,Y
judenje01,N
judgejo01,Y
juliojo01,N
jurgebi01,Y
justida01,Y
kaatji01,Y
kahoemi01,N
kalinal01,Y
kamiesc01,N
kammwi01,Y
kampoal01,N
kaplega01,N
karkoro01,N
karroer01,Y
karsast01,N
kaskoed01,N
kaufmto01,N
kearnau01,N
keefeti01,N
keelewi01,Y
keenaji01,N
kekicmi01,N
kellech01,Y
kellejo01,Y
kellemi02,N
kellge01,Y
kellnal01,N
kellyge01,Y
kellyki01,N
kellypa01,N
kellyro01,N
keltnke01,Y
kemmeru01,N
kempst01,N
kendafr01,N
kendaja01,N
kennead01,N
kennebo01,N
kennebr01,N
kennejo03,Y
kennejo04,N
kennete02,Y
kenneve01,N
kentje01,N
keougma01,N
keougma02,N
kernji01,N
kessido01,Y
keyji01,Y
kileda01,Y
killebi01,N
killefr01,N
killeha01,Y
kilroma01,N
kimby01,N
kindaje01,N
kindeel01,Y
kinerra01,Y
kingemi01,N
kingje01,N
kingji01,N
kingmda01,Y
kingra01,N
kingsi01,N
kinslto01,N
kirklwi01,N
kirkped01,N
kisonbr01,Y
kitsofr01,N
kittlro01,N
kittrma01,N
klausbi01,N
